review_id,author_id,product_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_date,review_text,review_title
1035095,9029989490,P387511,2,0,0,2,2,0,5/20/20,Used twice a day and within a week my skin was so dry that was peeling. I generally only have super dry skin in the winter. It does smell very fresh and pretty.. and maybe it helps with fine lines in the long run but my peeling face is so embarassing - switching back to Caudalie La Cru,Dried my face out?? Back to Caudalie.
1035096,1419800855,P387511,5,1,0.809524,42,8,34,3/21/20,Amazing product but why is it $140 at Sephora when it’s $120 retail at other carriers??,Price hugely marked up
1035097,10710322358,P387511,3,0,0.25,4,3,1,3/15/20,"This product has beautiful packaging, and I love it. However, this one is not the product for somebody who has sensitive skin like me. I got allergic to the first time of using it. The formula of this cream is included natural flower extract; therefore, I guess that is the reason why I could not use it.",Crying
1035098,1809092866,P387511,5,1,0.5,4,2,2,2/19/20,Fantastic under foundation.Not a heavy scent.Luv all the products mostly.   The oil doesnt work for me though.,Luv it
1035099,2803993949,P387511,1,0,0.833333015,18,3,15,11/29/19,"The product felt wonderful going on and I’m sure would have been great with continued use. However, the scent was so strong that my eyes and nose were literally burning that I had to wipe it off at work. They have such great products and I don’t understand why they have to add so much fragrance.",Overbearing Fragrance
1035100,10029343078,P387511,2,0,0.75,12,3,9,10/7/19,"So disappointed in this. Smell isn’t great, and I saw no difference whatsoever after 6 weeks. Feels fine going on, not greasy. For the price I expected a lot more",Not worth the price
1035101,1806731023,P387511,5,1,0.666666985,3,1,2,9/14/19,Excellent product - pricy but worth every penny.   Use it twice a day- am and pm.,
1035102,1836691839,P387511,5,1,1,2,0,2,8/4/19,"My all time favorite cream. Firming, moisturizing, hydrating all in one. Noticeable difference before n after.",
1035103,5678354503,P387511,3,0,0.833333015,6,1,5,5/15/19,Strong flowery smell,Smell
1035104,1467362178,P387511,5,1,0.75,4,1,3,5/6/19,"Great moisturizing. Rather heavy so, if you have combo skin like me you may want to concentrate in your dry areas and just massage a little towards the rest of your face and neck. I don’t apply in my forehead because it would be too much for me.   Fragrance is nice, and subtle.  Whoever complained about the fragrance may be very sensitive.",A little goes a long way
1035105,1689573976,P387511,5,1,0.5,2,1,1,5/2/19,Holy grail! Absolutely amazing. My skin looks fantastic and I get asked all the time what kind of cream I am using. Looks great under foundation too.,
1035106,1466193104,P387511,2,0,0.8125,16,3,13,3/6/19,"I bought Immortelle Divine Crème (together with Immortelle Reset Night Serum) when visiting L’Occitane factory in Manosque, France. The employee of the factory told us all about the magic Immortelle flower and told us that this crème is new, they don’t sell it in the stores yet. I was tempted to buy it. And the bottle is so pretty, the scent is divine and the texture is amazing (creamy but light, not sticky at all). I have been using this creme for about 7 months and so far I haven’t seen any results. At the beginning I used it on my face (no results, even more - I noticed some breakouts) so I started using it on my neck and décolleté area. No results. It’s just a nice moisturizer that stays on until morning, helps with hydration but that’s about it. I won’t be repurchasing.",Beautiful bottle nothing else
1035107,10783857043,P387511,3,0,0.666666985,9,3,6,3/4/19,"This cream is highly moisturizing. It felt SO GOOD on my face in the dead of Winter. Great for dry/normal skin. Wouldn’t recommend for oily skin as it’s thick.I rated only 3 stars because try as I might, I COULD NOT get over the smell!!! It stunk like sweaty feet and I could not stomach rubbing it on my face every night, no matter how great it moisturizes.","Great Cream, Horrible Stench!!!"
1035108,10808086287,P387511,5,1,0.600000024,5,2,3,3/2/19,Love this cream. Just a tiny dab each night feels great and actually does seem to lessen lines. Amazing stuff!,
1035109,6226757377,P387511,2,0,NA,0,0,0,2/18/19,The sample I used three years ago worked so fantastically well that I was eager to buy the big jar. I finally treated myself and waited to finish my recent skincare products before started on a new Immortelle Divine Cream regimen. It’s been nothing but break outs *every*single*time* I applied it. I’m heartbroken. My skin may have changed or their formulation in the past three years. I don’t recommend it to people with sensitive or combination skin. It clogs your skin like crazy.,Clogging Cream
1035110,21209628023,P387511,5,1,1,1,0,1,2/13/19,I got a sample and it made my face so smooth that I needed to buy the full size! Definitely invested!,
1035111,5415912496,P387511,4,1,NA,0,0,0,2/12/19,"I read great reviews about this and I wanted to try it. I like the way it makes my skin feels which is the ultimate goal. My only complaint is the smell, it smells like a sunflower perfume so it’s a little overwhelming for me esp on my face. I’d be much happier if they just lessened the smell. Be prepared for a few pimples here and there while your skin gets used to the formula. It happens with all facial lotions. Don’t let it discourage you.","Skin feels good, don't like the smell"
1035112,1344602023,P387511,4,0,0,1,1,0,2/11/19,"This cream was recommended by a coworker and I couldn’t wait to try. The cream feels great and absorbs quickly and it does make my face look lovely. I am not sure if I got a bad batch or what, but... the smell is awful. Floral mildew. I can’t bring myself to put it on my face with this smell. Really unfortunate because it’s a quality product otherwise.",Great other than scent
1035113,21858076038,P387511,4,1,0.333332986,3,2,1,1/28/19,"I received this product as a gift and I love the smell of it. I only use it at night just because I feel that it is too heavy to use during the day but when I wake up the next morning my skin is super soft!! The only reason I gave it four stars is because of the price, I wouldn’t be able to buy it myself but I’m super happy with my gift!",Night moisturizer!!
1035114,1567396046,P387511,2,0,1,1,0,1,1/1/19,"This is just a cream, it’s not anything miraculous. It won’t get rid of your wrinkles. It’s just a nice smelling cream. If someone gifted this to me I’d use it but I don’t buy it again.",Not worth the $$$
1035115,2611646597,P387511,5,1,0.5,2,1,1,12/17/18,"One of my favorite brands. Very smooth and gentle cream.lightly scented , you can actually smell it’s made of natural ingredients. Love it!!!",
1035116,1423011704,P387511,5,1,1,5,0,5,12/17/18,If you buy only 1 product this year- make it this one!! It is pure luxury for your skin.,This is amazing!!
1035117,5420447921,P387511,4,0,0,1,1,0,11/29/18,I have tried a bunch of these as samples but have never purchased the full size product. It is a really good face cream that leaves my skin hydrated but I feel the price is a little high for what you get. It wasn’t that amazing to pay over $100 for.,Good but not my holy grail
1035118,6122168246,P387511,4,1,1,4,0,4,11/9/18,"I got this as a sample and have used once so far. It didn’t smell how I thought it would, even after reading the comments I can’t tell what all the smell hype is about. It’s not overwhelmingly fragrant and in comparaison to L’Occitane other products it does not meet my smell needs. BUT I wont be buying this product for the smell, I’m going to buy it for the amazingly soft skin it left me with the morning after application. Baby soft skin, smaller looking pores, and soaked in just how moisturizer should. I have combo skin and this did not make me overly oily. Felt good going on, felt even better the next day. I reccomend as I have tried over 10 moisturizers from Sephora over the last few months searching for the perfect one. The price is going to hurt, but I will close my eyes at check out.",NOT FOR THE SMELL BUT THE RESULTS
1035119,1740132003,P387511,1,0,0,1,1,0,10/24/18,"I was so excited to try this. The bottle was so beautiful , it absolutely glowed. But it irritated my face and the fingers which applied it. If you have sensitive skin, I recommend their wonderful assortment of Shea butter.",Not for sensitive skin.
1035120,1754391510,P387511,3,0,0,1,1,0,10/14/18,Divine cream is okay but toooily even with mature skin I found too oily . I am usually use argan oil  light through out year before moisturiser even a drop in my foundation. It goes like Dream. I tried this locci immortal cream which was a sampler from sephora. It went horrible for me as well as friends too. Thank god it is not a purchased one . Perfumey oily it doesn’t do anything except breakout. Worst,Worst of all
1035121,8228834123,P387511,5,1,1,7,0,7,9/9/18,This cream works best with Youth oil from L’occitane. I have a very dry skin during winter and oily skin during summer. This cream and a drop of Youth Oil from same brand mix it together is the best solution for me during winter. If not in winter I just use the cream itself and cut Youth oil out for perfect skin routine.,"This cream with Youth oil, Best of the best."
1035122,1139400244,P387511,2,0,0.833333015,6,1,5,8/31/18,"Got this as part of a gift set. Weird thing about this cream is that it feels thin, isn’t all that hydrating, yet looks really oily on the skin, like it should be a thick, rich, hydrating cream. The smell is really pine-y, too. I’d rather it be fragrance-free. Also costs way too much for how mediocre it is.","Alright, but for the price, no way"
1035123,6333562480,P387511,5,1,1,3,0,3,8/22/18,"I saw someone here say they will be a life long devotee of this product. I 100% agree! I’ve tried and spent so much on numerous products that did nothing for my face, but this cream is beyond amazing. It really is divine! My skin feels so soft and hydrated on a morning. I also pair this with the divine eye cream and I’ve tried samples of the facial oil which I would like to purchase also. This is definitely a product I will always continue to use. My skin was so dull before and having been using this for a month now, I can tell the difference and how much brighter my skin looks!",Soooo Divine
1035124,1930716686,P387511,5,1,NA,0,0,0,7/24/18,"This is perfection for dry skin. Smells great and feels even greater. If you have the $$$, this is worth getting.",magical
1035125,5939150113,P387511,5,1,NA,0,0,0,7/10/18,"This is one of those products that when I received a deluxe sample, the next day I immediately went online to buy and was like “Oh.“ at the price. I did eventually end up buying it because it is so good. It’s one of the few moisturizer I have tried that not only meets the basic criteria of not breaking out and make up applies well over it, but it also makes me skin look 100 times better which almost no moisturizer does.",
1035126,1402320325,P387511,5,1,1,1,0,1,6/16/18,AMAZING AMAZING AMAZING!!!! one of the best creams I have ever used. I have highly sensitive skin and most creams and oily products break me out. This though slightly oily easily absorbs into your skin and creates this smooth baby soft skin. My face looks brighter and plumper in the morning. I have been using this for 3 years now and will not go back to anything else. Highly recommended,AMAZING
1035127,8615213085,P387511,5,1,NA,0,0,0,5/27/18,"I have Oily Combination skin that’s really really sensitive. Which means I’m the best guinea pig for testing out skincare. I got a 7day trial of this from L’occitane, and I’m already obssessed day 1. I’ve been extra spluring on my regular moisturiser(Belif Aqua Bomb) simply because I want to buy the full bottle of this soon. I’m a lil’ skeptical of L’occitane face skin care at first, because my skin tends to react to fragrances, but that’s not the case with most French prodocts(like the L’occitane soap). This gives my dull face a slight glow in the morning. It is very moisturising. I don’t even use soap to rinse it off in the morning, because I only have 3 samples left. I just rinse my face with water, and my makeup applies so smooth like no primer can execute. The smell so divine but my skin didn’t react at all.",Simply Divine
1035128,6184803488,P387511,5,1,NA,0,0,0,5/22/18,"LOOOOVEEE.  I got the mini one from a gift set they sold in loccitane, used it for a week and got such amazing results. You wake up in the morning with such soft and plump skin. I’ve never seen a moisturizer give result like this. Pricey but you don’t need to slather this on your face so it’s really worth it.",Gave me firm soft plump skin.
1035129,5540398858,P387511,2,0,1,7,0,7,4/22/18,"I got a sample after I bought 35 more bucks products. It smells so good, so I give two stars. I have very dry skin. This cream is oily and thick, sobI think it will work well on my face. But it doesn’t, it peels off and mess up my foundation when I apply my foundation after use this cream. Well, maybe my face cannot absorb this texture of cream. It’s better to apply it on my neck or arms.",
1035130,2129292424,P387511,1,0,0.625,8,3,5,4/4/18,"I received a sample of this (holy moly it’s expensive) and have to say......the fragrance just did me in. It is SO fragranced. Even though I have oily skin, I’m okay with the thick formula; the feel is divine. But, the next day I woke up and had broken out in a few places that I knew were reactions to the cream.",Skin Irritating Fragrance
1035131,8721061047,P387511,5,1,NA,0,0,0,2/14/18,"I love this cream. If my skin is extra dull or I have a breakout, I dab a little on in the evening and the next morning my skin is clear and glowing. It’s pricey but such a great product.",Gorgeous
1035132,1240115388,P387511,5,1,NA,0,0,0,1/21/18,"I milked free samples of this baby for months on end before finally buying a bottle. And oh how I love her!!!!!! Complete hydration without any kind of heavy feeling, plus if smells heavenly. I use quite a bit more than the store said I should, but I try to treat the “French face” and this cream soaks in quickly which usually means I’m using more than expected. Still, too much of a good thing here is just perfect!","Can I Have the Full Body Size, Please?"
1035133,12031046836,P387511,5,1,0,4,4,0,1/19/18,"I  am selling this product for 70 dollars , if interested send me a message",Brand new never opened
1035134,2520802524,P387511,1,0,0.600000024,5,2,3,12/24/17,Really liked the sample of this and decided to go for the full size one. My full size jar smells different than the sample. It almost has a sour smell to it compared to the pleasant aroma of the sample. My skin has also been getting much more oily since using this.,
1035135,5635819101,P387511,2,0,0,1,1,0,12/2/17,"I’m not sure how anyone could get over the smell of this product to use it on a regular basis. I tried a deluxe sample, and it was all I could to do finish the small jar. It has a strong herbal/floral scent that lingers after application. It did an okay job at moisturizing. I have very dry skin, so it takes a lot to keep my face hydrated. I don’t think this would be enough for my skin type, though, on a regular basis.",
1035136,7392585934,P387511,1,0,0.769231021,13,3,10,11/23/17,"I wanted to love this but I hate fragrance in my skincare, it’s so unnecessary. Not for sensitive skin",Heavy fragrance
1035137,6509571414,P387511,2,0,0.9375,16,1,15,11/23/17,"This product obviously works for some, but I couldn’t make it work for me. I received it as a sample and tried twice to put it on my skin, but both times, it pilled up and separated as I was applying it. It seemed fine in the jar, but the moment I started applying it, it became two different components -- a light oil and a “wax.“ The “wax“ sat on my skin as little pills, dotted all over until I brushed them off. The oils sank in beautifully and left glowy (but not oily) areas, which I really appreciated, but between the separation and the fragrance, even for a very low price, I wouldn’t consider this useful or effective. BTW, the reason I kept putting the word “wax“ in quotes is because I didn’t see wax in the ingredients list (maybe it is but I missed it?), but there’s some ingredient, or combination of ingredients that (on me) behaves similarly. For reference, I applied this over clean bare skin both times.",oddly dysfunctional on me
1035138,8855445345,P387511,5,1,NA,0,0,0,11/21/17,Give 5 stars for the smell. The application experience is also very pleasant.,
1035139,10560101490,P387511,5,1,NA,0,0,0,11/18/17,This is now my holy grail moisturizer. I love the scent it has and it really has helped my dry skin and has even helped make my skin feel more fresh and dewy.,Love
1035140,6450848882,P387511,4,1,NA,0,0,0,11/15/17,Omg I wish this stuff wasn’t so expensive so I could justify buying it!!!! I love it so much it’s just amazing and works perfectly with my skin and smells amazing. I got a sample size and cried when it ran out. Lol,The Best
1035141,2858912625,P387511,5,1,NA,0,0,0,11/12/17,Just right for combo aging skin. Light but nourishing. And beautiful.,
1035142,2754222640,P387511,5,1,0.666666985,3,1,2,11/10/17,"Like another reviewer said, I got a bunch of samples and was VERY wary about using it, since I knew how expensive the full-sized one was. Well, dangit...I absolutely loved it and just bit the bullet and purchased an entire set of this stuff! Eye cream, facial wash, cream, serum...cannot believe how much I spent, but it’s so worth it. I was tearing through the samples by the end of my business trip that I took them on - I nearly bought some at the airport on the way home but wanted to see if I could get a better deal. This is easily as good as La Mer for me, but not quite that expensive!",Much Better Than My More Expensive Cream!
1035143,1053444760,P387511,5,1,NA,0,0,0,11/1/17,"I received a sample of this product from Sephora as a VIB Rouge customer and OMG, what a revelation! Literally, I woke up this morning with baby soft smooth skin, young and supple, after a late night of Halloween makeup! This really is named accurately! I feel as if I aged in reverse overnight! I will be purchasing the full size in the future. Absolutely worth it!",The Benjamin Button Cream
1035144,1773672889,P387511,1,0,0.444444001,9,5,4,10/25/17,To me this smells like Lipton Lemon Ice Tea powdered mix. My skin feels pretty soft after just a couple of uses. But all I smell is  ice tea. Blech. It’s too much of a smell for me.,Can't get past the smell
1035145,1253437910,P387511,4,1,NA,0,0,0,10/22/17,Great for dry skin especially in the winter. It moisturizes so nice. Doesn’t leave the skin oily and it smells great.  For me it’s  just as good as La Mer for half the $$$,
1035146,5426456641,P387511,3,0,0,1,1,0,10/17/17,"Too rich for my skin, and the smell was too overbearing for me. I gave it to my mom, and she enjoyed it.",
1035147,5974725469,P387511,4,1,NA,0,0,0,10/14/17,"I greatly enjoy this cream. I have gotten it using rewards point because for the price point, I would never purchase it. Although I like the consistency and enjoy the way it makes my skin feels, after using several small containers, it felt like any other high end moisturizer. So good, but not amazing.",
1035148,9960925310,P387511,5,1,NA,0,0,0,10/2/17,"What a wonderful product. I have only gotten this as sample packets, but I love it. Nothing has ever left my face feeling as wonderful-even after the harshest exfoliator. I will end up buying this product once the samples are used up.",Magic.
1035149,7031269341,P387511,5,1,NA,0,0,0,9/19/17,"I LOVE this moisturizer. It smells fantastic!! It’s very rich& creamy, and works perfectly for a daytime moisturizer. The condition of my skin has significantly improved since I’ve started using this, it looks better& I look younger than I did five years ago. I’m on my second container and will continue to keep one in my medicine cabinet at all times.",
1035150,6345087066,P387511,5,NA,NA,0,0,0,8/18/17,"I really love this face cream. It feels a little thick going on but absorbs quickly and isn’t oily. I use it overnight and wake up to incredibly soft, smooth skin. It does have a noticeable scent, but I don’t find it overbearing.",My favorite
1035151,1413698498,P387511,2,NA,0.333332986,3,2,1,7/17/17,I got this as a sample with my Sephora purchase. I like this brand and is really great. I applied on my skin and feel great. The scent smells really good but just too strong for my face. It’s expensive and does seem to work but only wish the scent was not so strong.,Reliable cream
1035152,5067852521,P387511,5,NA,0.625,8,3,5,7/14/17,"L’Occitane has the most beautiful skin care products from France, that create the most perfect skin. This lightweight cream has made my skin luxuriously smooth and youthful. My dentist is a beautiful woman. After looking thru her magnifying eye piece to see details of my teeth, (i’m guessing she noticed my skin also) she smiled and asked me what I use to get such beautiful, perfect skin.I was so flattered, and eager to share my secret.I told her about L’Occitane and how it refreshed and perfected my beautiful skin. I also told her how she can purchase this product on Sephora with my other beauty secret;....Sephora’ selection of high quality make up products to choose from with extremely effecient, fast delivery, fun member benefits, promos, rewards and free gifts with purchase!I suggest comparing “gift with purchase“ offers between the official L’Occitane site and Sephora to decide which store offers the  best value. L’Occitane still sells my very first L’Occitane purchase of the DELUXE DEVINE GIFT Set (all skin types). If you can’t afford all of that..TRY the Divine Collecion set for half the price but less product. (these two packages are onlt for sale at L’Occirane online) I do suggest jumping to the Devine set tho cuz you’ll want more! L’Occitane is not as quick as Sephora’s unbeatable, lightening fast processing/delivery.Sephora also rewards with you points to use for various choices of make up or any beauty stuff.  This is my comment from the L’Occitane online reviews:**An absolutely amazing gift for yourself or a special friend who adores or dreams of high quality skin care. **Almost as good as getting a diamond ring!(you probably will get a diamond after using this stuff cuz you’ll have such a glow of natural beauty)**Skin is nourished and wrinkles and fatigue diminish.***Skin becomes goddess like. If you want to stun someone, gift them (or yourself) this Deluxe Divine Gift Set**or just the Devine Cream, I guess..haha  About me...combination skin(dry with oily Tzone)Early 40’s Obsessed with skin care and achieving the most beautiful, airbrushed, natural looking skin.I think Ive found the secrets finally and will share them all in my reviews. HAPPY SHOPPING MY BEAUTIFUL PEOPLE!","L Occitane Immortelle Divine Cream Is 
DEE VINE"
1035153,1443266343,P387511,5,NA,NA,0,0,0,7/14/17,"I loved my sample of this. It is a thick cream but absorbs so well without leaving skin oily or feeling heavy on the face. It made my skin so soft and wasn’t irritating at all. My face didn’t require much at all to feel perfectly moisturized (like a pea and a half). I can see it being oily if I used more than that. I liked the smell. If this wasn’t so ridiculously expensive, I would buy a full size.",Worked for me
1035154,10307180848,P387511,3,NA,0,2,2,0,7/13/17,"I can’t really speak to the effects of this cream, as I only used a sample. But the smell is awful--I don’t think I could use this daily. Smell reminds me of an old cigar.",Not a fan
1035155,9099085627,P387511,5,NA,1,2,0,2,7/5/17,"This is great for anti aging.. or prevention. It is a thicker formula but absorves well, leaves your skin moisturized, smooth, glowy & healthy.",BEST OF THE BEST
1035156,9984220790,P387511,4,NA,0.962962985,27,1,26,7/1/17,"Magical! It absolutely worth it even if it’s $1000!Very amazing! I used to have a dull skin at the same time oily so you know what I’m talking about! You want to use moisturizer but you don’t want something to clog your pores and give you more pimples! And that’s what this fantastic cream is all bout! It’s light, nourishing and won’t clog your pores at the same 10 minutes after wearing it you feel you face is kinda blooming like a delicate flower! Seriously this does miracle or at least it did so on MY skin.I do highly recommend this especially if you have oily skin at the same time you need a moisturizer.Love Love Love it! Cheeeeers",Holy Cream!
1035157,10347042872,P387511,4,NA,1,1,0,1,6/29/17,"Nice texture nice smell. Saw quick results and more after a week. Used only at night. Might see even more results with more time, but I just had a sample. Worth a try.",solid cream
1035158,1064543595,P387511,2,NA,0.666666985,3,1,2,6/25/17,"I received this as a sample. I’m not a fan. The smell is overpowering. So much so that I want to wash my face again to get it off. I was expecting something luxurious, velvety, and moisturizing, but it’s just average. Don’t waste your money.",NOT A FAN
1035159,6923201598,P387511,5,NA,NA,0,0,0,6/22/17,"I got a free sample of this with purchase. I have combination skin, oily on my T-zone and nose especially. I just have to say, the reason why I searched this item and wrote a review is because the feeling it left on my skin is immaculate. I couldn’t believe how soft my skin was. I read other reviews saying it was oily... I don’t get that but I do know the feeling on my skin is that close to what a primer would do, so I see how makeup might slip from this easily, so yes I do recommend for no makeup or at night or minimal makeup days.

It’s so pricey so I won ’t buy this right away but when I use up all my moisturizers, I definitely will.",Love This
1035160,5954157400,P387511,3,NA,0.875,8,1,7,6/21/17,"I received a small sample of this with a purchase. I loooove this cream. I have normal leaning towards dry skin with the occasional break out. Maan does this hydrate. It makes your skin so plump hydrated and smooth. If you have combo or oily skin I’m not sure you will like this. It’s extremely hydrating and almost leaves a slight oily feel. Which with my skin type I don’t mind. But there’s a couple things I’m not a fan of, one the 110 price point, it’s not a miracle worker so as much as I enjoyed it I didn’t enjoy it thaaat much. The second issue is that because it is so hydrating and slightly oily makeup can slip and slide all over the place with this cream. So I suggest using it as a night cream! Or days you won’t be wearing makeup!",normal/dry skin
1035161,7681943597,P387511,5,NA,1,4,0,4,6/21/17,"My skin is SO DULL.. received this as a sample but I’m for sure getting the original size. Does only good things for my face, the smell isn’t as bad as everyone is saying. I was weary at first but now that I know what it does I don’t even smell it anymore !! :)",AMAZING BRIGHTENS UP TIRED SKIN
1035162,2122062787,P387511,3,NA,0,1,1,0,6/17/17,"My skin is currently dehydrated and according to the reviews this seemed like a good product to try. This cream moisturized my parched skin, however, it was very oily and left somewhat of a film on top of my skin. The scent is very overpowering and lingers for a very long time. It definitely gives off old lady vibes. Depending on your preference, this may be worth a try if strong fragrance/scents don’t bother you too much.",Received As A Sample
1035163,916388380,P387511,3,NA,0.5,2,1,1,6/3/17,"I got a deluxe sample of this, and while I must say that it feels really nice on the skin, the scent is so strong, it made my eyes water. That’s not to say that the scent is unpleasant; in smelling this product before applying it, I certainly did not expect that type of reaction. Anyone with sensitive eyes should probably avoid this.",strong scent
1035164,6488245627,P387511,5,NA,1,1,0,1,5/24/17,"I received a deluxe sample of the Divine Cream and after my first time using it, I noticed a difference!  My skin looked hydrated and more awake.  Yes, it’s expensive, however, you only need a small amount and the jar will last 6-9 months.  Definitely recommend!",Holy Grail
1035165,8292934124,P387511,5,NA,1,3,0,3,5/18/17,"Very intensive moisturizer, my skin looks smooth and beautiful, but it’s not ideal for summer as it’s a bit too hydrating. Looking forward to bring this back out in the winter though. It feels lightweight and absorbs quickly on the skin, and works well with lots of different primers.",intensive moisturizer
1035166,1846313917,P387511,5,NA,NA,0,0,0,5/15/17,"I have been using the divine line from L’Occitane for approx. 5 years now and it has kept my skin soft, youthful and moisturized even on -40 windchill days...and I have sensitive dry skin. My skin tends to flake, turn red when neglected and it cannot survive being left to its own devices without a generous amount of moisturizer, unfortunately...until I found this. Yes, there is a strong floral fragrant which I’ve also noticed, and bothered me like what most people have mentioned. But I found that when I don’t add so much by my cupid’s bow area just under your nose, it helped me not be bothered by it as much. Eventually, I’ve grown to like the smell. I have gotten my mother to this too and she loves it and her skin looks a lot younger only a week of using this daily. I always recommend it to people but due to the steep price, most tend to shy away from it but I’ve found this product works and it is worth your money.",Life changing
1035167,5246790830,P387511,5,NA,0.916666985,12,1,11,4/28/17,I switched from creme de la mer to this when I decided I would be more cautious about the ingredients in my products and wanted products not tested on animals. This is INCREDIBLE!!! It does have a strong scent that at first I was unsure of but Now I LOVE it! It’s so moisturizing and smooth. I like to start the regimen with the Peony foaming facial cleanser and then the Peony water mist (Sephora sadly doesn’t carry yet) before finishing with this cream and it’s changed my late 30’s skin! I hope Sephora starts carrying more of the Loccitane products soon!,Better than La Mer
1035168,1560924850,P387511,5,NA,1,8,0,8,3/29/17,"I never do reviews but this cream has changed my routine completely. My routine used to be: splurge on some new expensive cream, use it for a week, skip one day because I’m tired and go to bed with my makeup on aaaannnnnddddd throw out an almost full jar a year later when it goes bad... Since I bought this cream not only is my skin more even and softer and moisturized but I look forward to using it morning and night. Even when I’m tired I take the time to take off my makeup so I can massage this all over my face.I love that it comes with a little “spoon“ so I don’t have to put my fingers into the jar.It is a pretty heavy cream when you put it on but I find it still gets absorbed pretty quickly by my dry winter skin. I haven’t used it during the summer yet but I’m crossing my fingers that this can be my year round go to moisturizer.",A real treat
1035169,1061522790,P387511,3,NA,0.400000006,5,3,2,3/20/17,"This cream has a very strong fragrance.. the smell almost wants to make my eyes water.. so if you’re sensitive, skip this.  It also has dimethicone pretty high on the ingredient list, a silicone which can be drying to skin.  For the price I expect much more in a moisturizer and a product free of added fragrance.  With all the oil extracts, why add fragrance? Yes my ski feels soft, but there are way better products out there.  Especially at this price point.",not so divine
